total_spend,num_orders,avg_order_value,days_since_last_order,num_support_tickets
4803.454249001641,19,107.45873823177666,23,1
7340.279606636548,47,201.19606719569646,13,1
14779.418892539008,66,387.38290833462145,5,0
4576.396814716538,21,64.12780492755059,13,3
5772.1812687498405,97,494.5027983467261,8,1
14682.084438607517,92,146.67842565667252,1,2
484.7407191285536,4,28.018980621136112,124,1
1634.420421172295,23,109.57507281889568,8,1
12840.992440729911,80,390.5588130600913,12,0
534.3638850283631,14,88.24316440426267,178,3
728.478715829441,19,50.01764476134652,265,7
564.9153656013812,9,49.54389832529323,158,0
10896.465870001406,68,228.2568768638057,1,0
1926.6868055337736,22,89.99052068041561,24,2
7615.496435074871,90,242.04172131172191,5,2
857.3027977762839,7,50.13711689027876,40,1
19595.158321286683,48,472.8057369027737,7,1
3618.044857124541,23,66.17642113521096,25,0
19260.71459614874,61,117.3603133192691,8,0
4010.866558230565,24,114.52898375257169,18,3
3510.0218528734804,20,131.37662883195864,26,2
6650.778867915151,41,306.09442194568436,8,1
2739.186944046947,9,81.03377318198126,260,3
2192.3519574920933,19,98.89918481070666,149,3
929.2347692636239,14,55.960425194368675,260,7
13090.133628734762,53,172.02690893971942,11,0
19499.822285655042,61,496.37179058295624,3,2
1222.9686157398746,8,55.939676352665124,255,2
17795.1418320104,90,251.69143398552018,2,2
1103.8421042542045,12,111.51881640375686,211,4
4822.605992919013,18,135.1174260852771,27,2
561.1273997912116,6,21.92744049573185,176,0
19576.73124081441,42,292.4581576225173,10,1
4271.868096476249,14,114.01682238281661,9,0
7557.861855309373,86,341.11275280931943,14,1
17111.60232746094,31,378.6005864908316,12,0
1008.6818562439896,17,88.86165845480309,359,3
1934.4310041996398,27,93.08620915380334,11,4
638.5217358679829,7,49.945809365048,122,0
3203.429482436557,11,64.97039679569578,12,0
2878.558052113915,17,115.1945433575858,362,1
8331.617157060953,41,319.48612368296347,12,2
12387.765407282957,90,180.69218493209434,8,1
1073.9954018849216,18,53.224182891036904,331,2
199.89052229213297,7,57.16912214527416,170,1
798.0506658327947,2,28.05248431289733,72,0
385.085509360774,8,31.03070273005428,119,0
2599.504016661067,12,106.70335607350619,156,3
959.55446033649,4,40.85184190616556,170,1
1479.648432970065,15,100.83394493459774,187,7
2019.3817077391313,12,119.08173183963574,253,2
4328.536711830968,14,77.11474365001848,9,3
993.5351550991634,3,36.17158989019477,167,1
2637.435048903686,9,66.8805647192087,239,2
362.996407415708,2,37.97398968158568,166,0
2896.856866629855,20,125.24277626155725,13,1
1787.3333747831487,15,86.12912057037742,133,3
10495.427649405376,71,191.75789828197986,13,0
401.68724263378544,6,31.15039489658212,91,1
425.66778388462484,5,52.887195472656934,145,1
7656.660191105734,54,289.2664804207569,13,1
10830.15934534223,89,465.26630090305713,4,0
658.8357107305881,5,49.61904527814077,106,0
6797.980510005242,96,313.76940149300924,12,1
1282.2684855341204,8,84.3750167824069,147,3
4448.510469061803,13,117.14246695306144,6,0
19308.928655038813,62,417.715779986585,14,1
7928.644816970667,68,373.8286191519333,3,2
9675.666141341164,92,494.11442026620176,8,0
655.3598645060212,4,20.587735546198154,124,0
15979.909127171077,62,469.8573320894384,6,1
1873.0155514602566,13,97.91832294436,25,3
9811.700974576037,52,394.9620824375276,3,2
17431.06263727894,97,390.44833762873924,7,1
1750.2818801915676,7,63.5159280813518,248,5
2557.4595126044187,16,53.44945027194367,107,6
1473.5123474471882,7,85.47719188063519,202,3
9272.607415662014,37,101.03800975345862,6,1
6830.573522671682,95,450.6645943703171,1,2
903.2709609593614,7,50.44151161003132,168,0
1881.9448362807016,28,68.45851295370329,22,3
7995.106732375396,54,203.97994514170506,2,2
18160.090300714714,54,251.50905038051573,6,1
2212.8357746862102,17,119.34183047833996,298,2
14502.94566141342,66,446.8859924298893,9,2
901.2322477160219,9,22.498303744762858,76,1
6262.0994749257325,36,107.29699257134442,6,1
2553.4709072517358,8,62.27765831420419,201,1
2754.4350713655717,8,95.64997218832464,176,2
1098.347665835206,15,128.79019882922648,6,0
701.0242149037658,9,22.507584864874634,142,1
776.0796585277567,15,93.13613704574286,111,6
369.9272003562862,6,20.005387720179414,96,1
2852.802031334184,9,49.85860605730599,103,6
1105.055199952193,16,104.00587456614944,221,5
1146.7791053886024,7,59.70288150484252,252,4
106.89762938430279,5,45.79330416089255,53,1
14467.079389958943,74,247.69219260395846,14,2
533.8369523008743,7,47.11252801240177,132,1
129.8704191061836,5,31.982627118154955,33,1
687.0018335909252,3,37.309165440788185,69,1
763.363711203333,10,98.3571015865331,234,5
487.3846692888912,9,20.17453078601236,151,1
1583.956981581536,18,96.21121646865831,241,5
4509.843450521521,29,105.66370579367172,22,3
315.8867014803502,8,47.07285195429583,32,0
4303.26700225905,16,111.71557833956467,23,3
256.3854338221694,6,28.428198554688127,115,0
1046.4821596324025,25,51.768780961325724,9,2
2899.6570067836383,15,100.13409376183354,309,6
3400.082192477215,18,106.44410906788825,26,3
17946.551388133903,41,487.18950617592924,11,2
1586.0082975165244,9,95.25438169184054,194,3
1860.6349152842442,17,44.417801659442276,316,1
885.4784556095152,4,40.80679569243004,150,1
2670.3231031397136,19,102.30847245817847,17,2
4756.270794051585,27,114.25759689471896,24,0
2646.9106983736806,10,109.5684865979822,286,6
4044.0959637719957,24,63.91980246175298,26,1
1973.634973711743,17,118.0949579990467,264,2
2647.0419279203866,9,80.81187043650587,252,3
1839.1414983689465,6,49.872065216447716,301,3
353.3690785734369,5,42.100038696315565,130,1
678.5937190528368,3,52.329408400368884,48,0
981.194444213639,3,46.3416206268022,99,1
1756.5781065753263,18,78.27968930047695,183,6
9563.633644393067,31,123.14555910308296,3,1
358.424162276118,6,41.720983358306526,80,1
1635.863557669138,16,68.29573492645872,145,7
3751.5428892032533,20,132.18064439010868,13,1
2331.833686965413,8,71.6769270998084,232,7
660.0158665215523,7,61.709277083120845,119,5
7412.12077126248,95,296.29951170351376,10,0
475.98488134758975,2,59.22957374333718,167,1
13200.654190149195,51,399.8313199904288,7,2
2068.1130806776855,25,94.27169667795272,5,2
614.8437790323708,3,34.711439510246116,96,0
6618.371404899567,98,464.1885113613092,11,0
2252.848986043684,16,53.71473413684342,299,7
3620.9679225560867,13,126.6656135200406,26,4
979.1202956595934,3,45.61904168703376,68,0
2535.3142139779047,18,83.77900163365145,271,4
2266.574674696774,15,117.93981233158048,266,1
3467.7076735029686,13,95.68586448803686,10,3
1712.7366499488503,19,114.27068045090459,228,4
4186.149163904705,27,116.63068858350397,22,3
788.4866054472934,19,113.96179749855199,192,2
1598.0265031242934,9,117.61882755319014,306,7
740.8126182977027,7,58.29792076152385,107,0
9070.235476608439,34,334.05981293018874,14,1
4083.687378576208,15,81.37276911940961,16,1
764.764511009394,15,43.38738230179071,336,3
297.161928191672,6,35.80523630446013,56,0
639.0806573594895,4,56.39772575417568,138,1
5678.409333658071,37,313.73851001178525,13,0
1025.5434868673344,17,118.01319311034514,12,3
499.042012941269,4,58.03090830925352,85,0
2607.723654436969,26,134.7167361372574,11,3
18458.2363692999,71,103.01374525362989,11,0
5953.375254290355,30,335.98235885505443,6,0
3606.6673015035403,29,52.289382497612024,17,0
1469.2327558495779,26,97.82340230480722,25,1
14349.471902413368,30,135.36328934625863,10,1
2184.113543687269,9,62.35327073408576,109,4
717.6944770174877,2,39.50511238668844,93,0
236.8938549000456,4,31.431342221034807,57,0
4799.844735800902,15,69.4558323185301,25,0
18388.384977349666,45,379.0670294787727,14,1
8739.383437233124,68,436.83656600748384,11,1
4081.629671231173,23,65.93040206189804,21,1
1269.4024058750867,20,97.48865435062186,22,3
1329.5241824633708,26,144.2387019102233,24,0
4480.39549560372,11,94.44194527512016,10,1
742.6293800201707,5,47.10169069835813,115,1
367.5140269377555,9,32.70347181044467,100,0
4936.33387679718,15,64.89918559701947,27,4
18870.404274178443,41,325.7834170090565,11,0
2370.8896341643494,17,72.22206665863199,147,4
1168.5050696438534,12,48.80506273608922,208,2
315.5591529185843,5,32.65080598917227,47,0
186.88102317589673,4,39.86781691271786,39,1
18308.1911386449,90,422.01786700774477,8,2
6405.121517421387,48,382.8920382577778,12,0
2892.8396267662283,19,145.73228878945872,18,1
2707.4845620744327,18,44.848392617192786,341,6
16197.371076770361,74,487.1976266016937,9,2
2676.3174156734603,15,115.88023545745558,134,3
15082.033211088179,93,159.09563676249067,5,0
878.1072485704029,2,32.85982804991528,125,1
1643.0395841932327,12,56.99316057094342,15,3
16922.169553124724,42,281.70718888763986,7,1
1116.9891321382365,11,84.3560474775704,19,0
11602.28740609402,44,133.09936801412246,1,1
2078.5473030459407,7,115.57325857368761,353,4
9382.169728028271,68,255.30735359594888,9,0
1892.1961079302398,16,88.02251684224296,326,3
3327.8856076575953,23,143.64491738836605,28,3
671.2041459285473,4,50.58111178618871,40,0
12661.209538663486,80,239.0476857930734,12,2
18306.296363976762,38,122.26139574279014,9,1
1132.7538479490217,12,91.12257271319366,165,1
17231.92142682251,92,207.46899281012293,1,0
524.0511090395332,4,48.90827830792914,90,0
3779.9275445061703,27,71.17553506654784,27,0
349.1328770121752,6,38.89127216651927,141,0
561.4009533607748,6,22.32367808321399,63,1
2040.75121481431,8,89.87822644154372,279,7
2512.725796239157,14,73.29744470762795,180,5
4378.197594140282,18,78.86855955306382,23,0
1218.6541622431253,10,90.64581227996104,228,6
143.3285523805181,3,21.874076341104125,146,1
2608.315419469708,11,108.23855962644731,195,7
18613.497108891395,77,283.73872317846894,10,1
16564.507699318416,55,321.92624341689026,13,0
266.797161575843,2,29.87295476807609,119,1
2685.428009108281,18,97.66954750411591,26,4
656.3157393571144,9,67.80056659401448,303,7
17486.639612006325,76,253.68073255168798,3,1
670.6936282386981,7,22.094200807498897,135,0
4315.661896602709,21,115.05116477917157,7,4
894.1747315666048,3,40.451018488030044,119,0
758.3468413063262,9,37.932762214776886,143,0
769.2345245589038,4,34.74828683459181,161,1
2123.3058114422042,6,46.118396439945045,91,4
1920.0353491508122,25,93.81723464119877,18,3
1647.351291492051,14,74.83149169405885,342,7
6118.259655196563,45,209.8927188103635,1,2
328.95242275766225,3,36.66017727615516,172,1
12458.727588385782,31,162.7910730864775,10,1
3503.5655057480362,22,106.34389273484588,9,0
5075.92375769328,56,490.026865178057,6,0
12341.791404163445,65,312.5063015894136,1,2
392.5936138885291,8,23.544188558787162,77,0
1880.7328077992454,28,81.2271786048796,9,0
904.5907390070834,3,43.54926088525279,172,0
2584.968075610635,28,61.230434441121915,21,3
6396.541517088488,82,473.47672950394985,1,0
13979.87726295555,96,467.6462861114638,12,1
756.4199064589745,16,73.29162941124854,161,4
815.1204508301712,2,24.07569552264054,145,0
843.3803914372736,2,20.354531404538754,75,1
853.3370127186461,5,33.952821358779175,118,0
632.527446075693,6,24.214596890034258,105,1
1469.565224792328,7,55.13112800183877,92,2
15621.088666940683,75,217.79757873577194,14,2
2983.502940315083,19,103.53581018426608,17,4
1085.5084273158354,17,81.7562402782851,276,3
12801.020317667162,91,250.6955879751763,3,1
19803.304049007762,42,182.89105960322257,13,1
698.4864131283957,9,36.11493130530548,46,0
2920.1645301268973,6,56.86251594837506,322,3
3147.8976915736544,29,67.47734428273772,6,3
2121.26205029672,18,109.09131370372928,127,6
19233.2830588,74,153.2740500894999,13,2
2148.152532699651,21,73.08291891540121,14,4
2009.0930013984378,17,79.53181365103062,152,2
2308.6195446250026,7,87.74211359693517,270,7
1854.4024106689083,15,92.12125466631139,340,4
687.8465114781548,2,40.02497072281671,144,1
848.2361629471388,4,37.35269678306118,87,0
1120.9590218580188,19,118.02986217171367,286,2
14864.19338450515,99,394.4988734793953,6,0
371.1387346840003,2,22.173281392916152,118,1
4044.111610008112,19,108.04750067166746,6,4
7173.423081368346,50,403.98216357503424,7,0
1036.0162074829113,11,115.26186397516008,247,3
1274.5171883061726,11,43.59691532732409,188,5
3721.9972082988525,28,137.33366617238477,24,4
1685.637552442384,9,101.03146684434913,95,2
19106.878765293717,85,342.44075242233544,13,0
3720.5630870412015,22,127.26227274493826,25,3
547.8224160932175,19,102.85144828233018,328,2
8593.428360004586,65,194.44661324696173,11,2
4348.053313454688,14,83.72271327554203,9,1
304.4616013211634,7,22.640393765609662,130,0
1606.3637870368639,6,102.14426657119104,329,4
793.0097642005835,17,87.1958306241447,319,4
2137.934286310845,18,75.33971933101657,120,3
1118.8994256997162,7,50.234953960942654,205,7
6465.081710095758,45,332.4650484723305,1,0
2263.6520757087155,5,53.60923338474252,162,7
4535.143539853703,14,58.703896258765866,14,3
732.0328894284978,4,39.71458337789787,86,0
2418.488630563106,21,121.54909070992744,14,2
2033.2292122184476,15,94.67630219260072,251,4
813.5689771304554,4,29.109989444128384,104,1
2039.2143242566392,20,87.8476423485869,21,2
796.4916901571407,4,46.655416543128254,127,1
442.36049407336867,8,29.04115991263999,94,0
373.55176111665145,8,23.07448301104654,137,1
703.6590807152506,4,31.240179956348545,109,0
4379.13291246755,14,110.63709444333756,15,0
1798.061426950513,6,67.01194415993876,154,1
2203.8542677872647,10,80.08531083532552,29,0
670.7279244661631,5,50.644637311823445,45,0
839.0784542952039,2,59.04055293116854,116,0
2370.9608741905786,14,58.463572314122544,284,2
1441.8964525255788,27,124.68757161358226,25,1
538.9003617591379,6,40.01604582840805,100,1
14177.793420835693,72,167.87196155822622,14,1
2738.3652228829233,18,41.64166517834602,326,4
162.67703334616516,6,23.105973386864203,119,1
2840.7015536723165,16,118.9383281200679,277,5
2166.1576188170893,16,106.1294676401991,270,5
2721.223579597851,17,57.996539435930195,22,0
1852.418816100333,29,131.873500407427,22,2
731.563707628418,11,45.32220865686842,94,3
442.3780067568061,7,44.826419192983366,45,0
2182.1791714951996,9,111.351448260525,114,6
7772.816832882905,87,257.19577959154367,3,2
870.1635330152077,3,36.28425956502511,168,0
13863.394147823627,91,436.28399435117245,9,0
2921.3433292497307,8,75.4447489864337,204,4
1133.1809588067877,19,93.60260302460534,185,7
3712.0646102362543,17,109.70469168956916,27,2
14563.362070328198,45,355.74454278969694,13,1
504.9803380476757,13,72.52454270464834,338,4
2062.4001703548242,27,75.56449978092724,12,3
9715.3397161449,98,379.05674859738536,4,2
676.2298641078617,17,62.55352343237833,190,4
8978.035515225882,83,134.91607183587018,8,1
586.71437948699,7,20.76464377719056,134,1
2255.3652404545737,17,84.34699794722759,360,3
538.4872292282712,6,94.85604343469151,226,2
16424.29422993076,78,153.2467714349913,10,2
4238.064298899512,11,130.95299757684418,12,1
1769.5126598969478,10,114.81376693811947,240,3
1427.9225553078336,25,83.35695494722003,13,0
10351.29990040384,35,402.83248081698235,11,0
14501.056347656351,87,314.905366685628,6,0
1088.494206115989,21,136.46861920335402,15,4
555.6394535456825,8,34.792530239487064,52,0
9214.017645310712,76,251.14021971031457,4,2
893.7349824741796,7,58.24188574447732,97,0
3742.2611489158853,24,73.25513583653802,24,2
4195.132943094662,24,125.9344327922866,7,0
190.57373067118,8,59.91283422727913,170,0
4106.387411166967,17,97.93544401378517,27,4
15836.78172892258,30,135.14724449706273,14,1
146.02184329789065,9,50.80632847028384,59,1
218.34020790818346,2,41.23750713648376,164,1
12681.395874489215,48,193.28656461992048,10,2
257.3932934583635,7,36.30172124129723,105,1
653.7682225628218,3,50.47192765510789,46,1
900.9135152993579,19,99.32820955614284,94,1
554.7833219375224,18,89.37750447023205,294,4
3371.7597393668125,14,86.07725191105999,20,4
3832.6883545811265,29,148.1236374344304,27,4
281.814101562241,2,39.33629743892587,125,0
141.08387095214536,2,28.47976218794632,165,0
6738.035892876946,38,426.5542940852249,5,0
7797.777655997814,59,172.91355139038322,8,1
17270.221488837396,62,189.53962636252822,9,1
524.1584506583481,4,50.75691128430564,124,1
5381.2869011614275,58,280.3641789664417,2,2
671.1467983339451,15,53.28174589142886,227,5
9569.20653760056,37,266.65562309539166,7,2
15364.066071536989,48,359.5291361166304,10,0
11406.616829393844,64,340.7741582163841,2,0
137.82220765426476,6,34.31256336454196,117,0
7062.814162189899,81,394.72899015796514,4,0
3833.451906860139,14,110.32194102133722,21,4
12713.516576204174,53,281.2963387315324,8,2
3536.0228123984452,19,86.2944271845992,12,3
4494.708456745355,12,60.891834184673144,9,2
317.7044454329551,7,31.37096371710067,38,0
603.7801152745443,6,37.56599266534993,81,0
1500.7431688102017,17,100.61075548467508,19,2
584.8316181574428,5,36.07115202617297,84,0
1919.8184235643448,15,71.19824909022385,19,1
1707.599243897225,17,69.71887549275473,322,4
18623.988289499808,58,469.6167036429733,6,0
8364.039641908397,67,314.0146928179642,1,2
4189.704086427712,21,122.45168513986181,23,4
1852.2625095952021,19,58.564459176092484,335,5
19543.769416468378,87,431.66568828260574,6,1
2094.2206172398387,11,70.03528877343301,229,4
13653.558269395387,49,319.5687919555909,11,0
8558.736312452002,94,435.43302348104993,1,2
884.0840340367469,8,48.283459090667925,88,1
8881.699724000253,54,411.0409134940902,5,0
2308.60915588728,12,101.88421934919097,291,1
8185.086660174142,52,394.84028233720767,5,1
5364.739496471808,91,101.08435976573188,13,0
2190.065720131369,8,91.54053789206492,307,1
4145.380057662209,12,66.63316077431422,22,3
246.0100652042314,6,24.370568412384856,94,0
701.1279989232644,5,53.10075688425212,112,0
116.20590004040905,4,47.304688848936095,133,0
688.9590346351674,14,76.8933521003128,245,7
4683.391391262747,20,145.27975276012944,26,4
1802.0989068013469,26,127.67236304716927,19,4
17121.805693466253,48,236.625284182618,6,1
15935.107520614809,87,299.2660746583572,4,1
2820.880596327205,28,50.03325061204894,15,3
286.2933205945841,9,46.065590419091066,44,0
2391.2368316087723,12,77.45402540001254,29,1
1168.3727585454476,29,139.67142898401224,9,4
2637.3360252601724,27,122.14220673287318,16,1
824.4160991572948,5,22.87103224906052,130,0
2704.2265296087703,14,67.7649894799516,280,7
2411.101820188761,10,53.93947213163037,251,5
1615.5836253594202,10,101.51751703337317,28,3
1386.0623719826372,8,49.3609379886357,351,5
2784.4711096831484,11,84.76630835722736,234,3
870.1264844537855,7,32.53391670340572,97,1
739.2185187609804,5,39.073738732712684,83,0
544.1919223061068,6,36.54570699674541,130,0
839.4732079394245,2,47.70129726148432,151,0
13419.157963542444,96,354.657728648913,5,1
2294.4408765981652,29,110.84864126597913,14,1
1113.3807854155275,15,42.01898766786114,230,7
2474.1053748950444,25,65.37911496680312,25,0
7339.91780504304,54,378.16444924265903,8,2
3974.033025166431,11,116.96026161339618,23,3
2367.4886641547446,18,113.49600455910331,7,4
1922.6792468710346,22,135.94157932805894,24,2
19454.299656338793,74,182.0007240212949,2,0
1071.4957389336553,24,57.12802700551639,5,1
17032.954711310595,81,200.57697580471938,9,1
1055.9032618704257,6,85.85785555596732,139,2
545.3101026143244,18,96.64974679205002,197,5
916.8499023008994,6,40.76129120518195,157,1
331.8464983003497,6,52.2862214945953,130,1
537.7767105361876,15,114.00377402744115,333,6
2665.2390840292287,19,73.10619722566366,194,2
2230.1841175609225,8,96.1990673270775,310,7
944.4743366036344,8,51.780621779629946,58,1
18828.11352534675,44,105.46878593079892,8,2
544.7912025252699,8,34.34862101668054,163,0
15698.671808344925,98,492.1850900369511,13,2
2026.3668875385613,7,114.58582065831021,115,7
4770.927096540503,28,147.6725238662579,27,3
1334.070989592164,15,119.71186349432443,185,5
3453.645556842831,21,108.09320532627977,21,3
5553.304210317992,55,447.32044281423475,3,1
2402.847261806841,19,104.23636649797383,26,4
283.3898132149202,5,21.578381315635973,164,1
1994.1707067567577,14,104.8206869359625,147,2
19436.709424131666,41,375.1138868384332,1,0
2590.294258018122,5,90.1057881324956,95,4
12871.346474483567,46,257.8087194432519,11,0
1556.8215922348306,13,51.07483946635155,302,3
569.3011201392305,9,51.55729887104029,143,1
2241.074517590268,15,61.22960892815804,225,7
1609.7986362659447,6,96.534042694216,179,7
773.9437032669758,2,49.5147807424612,137,0
2878.726775441968,10,84.15017091369485,202,4
4498.8066907367975,16,108.7061707701151,22,1
754.732752182342,9,47.5926753013877,99,2
913.2112253573936,10,79.26120053698884,362,5
1727.7393234579129,13,64.28991505150722,312,3
2693.3761328320966,19,44.44200262473204,107,5
3369.6311386380703,24,55.84546141085539,17,4
1289.7875511782354,23,110.25531638428649,5,4
4457.432999358549,27,72.36144344963112,12,1
1365.9473495910195,21,126.9944700251679,14,0
2014.0947233085287,17,102.86501163746985,214,2
184.47155634102057,6,58.563136659604325,145,0
1494.0309463821764,17,85.55875873378031,191,7
14952.526536620837,79,102.12000255904216,11,2
2241.447835694295,10,135.14486375512655,26,3
3899.0670861150456,27,87.56722518817264,5,0
10618.101782710437,92,229.07455531103346,1,1
1520.3449605225278,24,59.29291443793899,25,1
18945.464785138596,39,331.85997378869536,8,1
644.330398062793,5,60.211682449702934,217,7
4893.955876709588,26,126.85998047885084,6,3
8659.844650686253,68,302.44158254373883,1,0
7727.37450810651,95,466.1017366676425,5,2
4118.337894267013,27,129.34072581478372,7,4
496.2910765315141,6,28.128923643443493,51,1
226.02168779798592,6,46.29413928680514,70,1
14016.725176148133,96,186.7236426345965,5,0
702.2802366442706,3,47.48077066012971,39,0
2571.3889947652033,19,81.82081132494957,106,7
4979.631290585741,12,87.35096830383875,14,0
7751.067647801507,56,483.4809629631385,5,1
9848.04398031133,69,151.49935931985755,5,0
2729.3392041704074,27,89.10427630581745,21,3
14677.591856141747,41,289.5879765722225,9,2
903.4070026384593,12,84.7012755699518,108,5
18441.3694988524,61,264.66448574301126,10,0
633.8994130966458,5,53.5735396942401,132,0
7113.86337462144,69,182.01813140260998,6,2
14143.465009698453,63,133.80680307227277,13,1
4554.9923194759085,28,123.19580675856345,15,3
2473.232120799214,8,77.66938849785414,179,2
901.1565356780661,18,97.21491638241929,129,5
818.1227436543047,9,48.88572941823624,88,1
19484.48049611839,49,130.48015183966527,6,0
2786.371659621397,8,113.25377858093199,202,6
525.2440195058623,2,54.01392004479582,138,0
4263.332499962471,16,109.35385691231471,13,2
4487.374110980928,29,86.69560792048006,24,0
1787.5141492743078,14,85.00441610184379,97,4
1803.6225604172002,12,118.82430658298284,331,5
1477.5821728184965,10,81.60592488889203,328,4
672.7612331650663,8,20.677906595583238,79,1
364.1399408873095,7,24.460488492851056,145,1
19092.484123462837,81,125.40473183600054,3,1
524.9469416461234,18,77.46641487470508,318,1
15889.33518305359,64,135.15504981605756,6,2
2678.909267704489,11,89.7178777429211,25,0
1271.3482364206875,21,50.12366797594095,13,2
104.95521924437874,7,32.625093750534,140,1
2359.499855072265,17,136.8900625540571,20,2
2954.572761618663,27,100.68384318204826,19,4
19050.949831051017,57,333.6797938856677,3,2
1997.6114678759538,7,106.62655214952606,273,2
10515.737045891503,90,407.1118005771355,13,1
4728.11242204007,14,67.04779381739175,8,2
9513.174647251544,64,250.91438609682905,9,0
422.0184387928976,6,31.97582353486725,75,0
9664.734825734933,63,292.01838680739,6,1
2481.895283932032,19,78.0550254408767,93,4
918.2981852754042,8,39.55591327169806,62,0
11841.049763255538,55,206.37516998569558,10,0
4875.511421142766,26,74.36567160638666,26,4
10064.22757105442,94,242.39659370879446,4,2
2706.3996919308684,9,77.25460334098236,336,4
689.2493182744687,14,113.1972692062375,340,3
1604.231567123601,29,106.65753621714185,18,4
1883.4279743744296,16,112.26384115005685,358,4
11413.115275378244,86,318.97852275964465,13,0
10238.143619189912,34,440.3270071344585,3,2
686.0328263935068,7,53.36578388002703,104,0
964.1167622531075,16,69.10477129127469,200,1
4469.176803839209,11,131.87070571192328,28,0
971.3515143731279,13,91.40620882589073,339,3
14899.760690512685,82,459.85895885800494,7,0
733.3173797147161,8,51.01384601612543,137,1
646.3806208468786,6,48.10162006139228,178,0
19143.645558687786,62,457.6869051583703,4,1
1148.0305388619704,23,126.51908645557846,25,2
3463.4527527292184,22,104.84997216514768,24,0
5248.817433917842,88,314.1342256062094,9,1
1256.8357483005364,17,109.42907505617748,27,1
2275.0100117282796,18,110.98318054986945,21,1
17055.081153486717,98,333.9064423796615,7,0
10516.746990788797,52,399.84649280343496,6,2
398.2123063927457,8,28.629627167058164,141,1
4119.381580604575,23,94.63523511976422,29,1
732.3703957769648,7,51.272954533797424,55,0
1182.9681352500513,21,52.00263559258245,16,1
19784.756811659012,39,388.20642455658594,14,1
914.3704424130517,17,60.22387552126184,189,4
18380.698327656697,96,337.55323902315956,13,2
5975.773894779193,65,208.38305700605196,3,0
404.97458440487645,2,55.608600105446975,53,1
2490.7540680492557,13,73.52355848019849,21,1
2596.229584607562,18,103.15275375308686,201,4
5471.437785301014,76,219.18378061678018,3,1
11479.175279631738,62,142.70242637435376,14,2
724.7355161588479,9,57.90752103857883,84,0
18639.80603118173,80,264.50204663414763,14,2
417.137451948689,6,25.714011492033542,79,1
1515.4794698937808,15,94.24099364806695,11,0
352.0335965954405,6,55.546363210615944,115,1
1150.5914949630733,17,118.73875993875471,141,7
4179.238194999718,14,100.9724246751698,29,0
3474.4455128607374,18,76.48954472367333,12,1
2276.4018929730228,26,60.910963176574974,13,3
4777.065956453735,17,149.33369373586285,19,4
2590.3775918511774,16,112.79500527726358,27,0
4448.170603957254,28,59.048169528705074,27,1
12083.223877429238,93,461.2604234706505,4,0
1269.4895792018642,11,92.48440175805632,230,5
